asset_id,date,asset_type,metric,value
AST-1008,2026-06-06,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-07,Axle Counter,vibration_g,2.463
AST-1008,2026-06-07,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-08,Axle Counter,vibration_g,2.461
AST-1008,2026-06-08,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-09,Axle Counter,vibration_g,2.418
AST-1008,2026-06-09,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-10,Axle Counter,vibration_g,2.351
AST-1008,2026-06-10,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-11,Axle Counter,vibration_g,2.468
AST-1008,2026-06-11,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-12,Axle Counter,vibration_g,2.676
AST-1008,2026-06-12,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-13,Axle Counter,vibration_g,2.571
AST-1008,2026-06-13,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-14,Axle Counter,vibration_g,2.661
AST-1008,2026-06-14,Axle Counter,count_discrepancy_flag,0
AST-1009,2026-05-16,Point Machine,motor_current_amps,2.423
AST-1009,2026-05-16,Point Machine,switching_time_seconds,4.54
AST-1009,2026-05-17,Point Machine,motor_current_amps,2.41
AST-1009,2026-05-17,Point Machine,switching_time_seconds,4.45
AST-1009,2026-05-18,Point Machine,motor_current_amps,2.357
AST-1009,2026-05-18,Point Machine,switching_time_seconds,4.579
AST-1009,2026-05-19,Point Machine,motor_current_amps,2.416
AST-1009,2026-05-19,Point Machine,switching_time_seconds,4.646
AST-1009,2026-05-20,Point Machine,motor_current_amps,2.393
AST-1009,2026-05-20,Point Machine,switching_time_seconds,4.583
AST-1009,2026-05-21,Point Machine,motor_current_amps,2.343
AST-1009,2026-05-21,Point Machine,switching_time_seconds,4.592
AST-1009,2026-05-22,Point Machine,motor_current_amps,2.48
AST-1009,2026-05-22,Point Machine,switching_time_seconds,4.689
AST-1009,2026-05-23,Point Machine,motor_current_amps,2.334
AST-1009,2026-05-23,Point Machine,switching_time_seconds,4.475
AST-1009,2026-05-24,Point Machine,motor_current_amps,2.403
AST-1009,2026-05-24,Point Machine,switching_time_seconds,4.64
AST-1009,2026-05-25,Point Machine,motor_current_amps,2.367
AST-1009,2026-05-25,Point Machine,switching_time_seconds,4.696
AST-1009,2026-05-26,Point Machine,motor_current_amps,2.45
AST-1009,2026-05-26,Point Machine,switching_time_seconds,4.652
AST-1009,2026-05-27,Point Machine,motor_current_amps,2.345
AST-1009,2026-05-27,Point Machine,switching_time_seconds,4.51
AST-1009,2026-05-28,Point Machine,motor_current_amps,2.305
AST-1009,2026-05-28,Point Machine,switching_time_seconds,4.523
AST-1009,2026-05-29,Point Machine,motor_current_amps,2.395
AST-1009,2026-05-29,Point Machine,switching_time_seconds,4.705
AST-1009,2026-05-30,Point Machine,motor_current_amps,2.315
AST-1009,2026-05-30,Point Machine,switching_time_seconds,4.574
AST-1009,2026-05-31,Point Machine,motor_current_amps,2.426
AST-1009,2026-05-31,Point Machine,switching_time_seconds,4.508
AST-1009,2026-06-01,Point Machine,motor_current_amps,2.439
AST-1009,2026-06-01,Point Machine,switching_time_seconds,4.598
AST-1009,2026-06-02,Point Machine,motor_current_amps,2.349
AST-1009,2026-06-02,Point Machine,switching_time_seconds,4.647
AST-1009,2026-06-03,Point Machine,motor_current_amps,2.301
AST-1009,2026-06-03,Point Machine,switching_time_seconds,4.675
AST-1009,2026-06-04,Point Machine,motor_current_amps,2.454
AST-1009,2026-06-04,Point Machine,switching_time_seconds,4.482
AST-1009,2026-06-05,Point Machine,motor_current_amps,2.385
AST-1009,2026-06-05,Point Machine,switching_time_seconds,4.503
AST-1009,2026-06-06,Point Machine,motor_current_amps,2.492
AST-1009,2026-06-06,Point Machine,switching_time_seconds,4.605
AST-1009,2026-06-07,Point Machine,motor_current_amps,2.31
AST-1009,2026-06-07,Point Machine,switching_time_seconds,4.525
AST-1009,2026-06-08,Point Machine,motor_current_amps,2.47
AST-1009,2026-06-08,Point Machine,switching_time_seconds,4.587
AST-1009,2026-06-09,Point Machine,motor_current_amps,2.46
AST-1009,2026-06-09,Point Machine,switching_time_seconds,4.65
AST-1009,2026-06-10,Point Machine,motor_current_amps,2.498
AST-1009,2026-06-10,Point Machine,switching_time_seconds,4.629
AST-1009,2026-06-11,Point Machine,motor_current_amps,2.49
AST-1009,2026-06-11,Point Machine,switching_time_seconds,4.717
AST-1009,2026-06-12,Point Machine,motor_current_amps,2.423
AST-1009,2026-06-12,Point Machine,switching_time_seconds,4.666
AST-1009,2026-06-13,Point Machine,motor_current_amps,2.401
AST-1009,2026-06-13,Point Machine,switching_time_seconds,4.699
AST-1009,2026-06-14,Point Machine,motor_current_amps,2.41
AST-1009,2026-06-14,Point Machine,switching_time_seconds,4.719
AST-1010,2026-05-16,Track Circuit,receiver_voltage_volts,2.115
AST-1010,2026-05-17,Track Circuit,receiver_voltage_volts,2.098
AST-1010,2026-05-18,Track Circuit,receiver_voltage_volts,2.086
AST-1010,2026-05-19,Track Circuit,receiver_voltage_volts,2.085
AST-1010,2026-05-20,Track Circuit,receiver_voltage_volts,2.108
AST-1010,2026-05-21,Track Circuit,receiver_voltage_volts,2.116
AST-1010,2026-05-22,Track Circuit,receiver_voltage_volts,2.101
AST-1010,2026-05-23,Track Circuit,receiver_voltage_volts,2.108
AST-1010,2026-05-24,Track Circuit,receiver_voltage_volts,2.086
AST-1010,2026-05-25,Track Circuit,receiver_voltage_volts,2.075
AST-1010,2026-05-26,Track Circuit,receiver_voltage_volts,2.087
AST-1010,2026-05-27,Track Circuit,receiver_voltage_volts,2.086
AST-1010,2026-05-28,Track Circuit,receiver_voltage_volts,2.089
AST-1010,2026-05-29,Track Circuit,receiver_voltage_volts,2.102
AST-1010,2026-05-30,Track Circuit,receiver_voltage_volts,2.078
AST-1010,2026-05-31,Track Circuit,receiver_voltage_volts,2.084
AST-1010,2026-06-01,Track Circuit,receiver_voltage_volts,2.112
AST-1010,2026-06-02,Track Circuit,receiver_voltage_volts,2.112
AST-1010,2026-06-03,Track Circuit,receiver_voltage_volts,2.074
AST-1010,2026-06-04,Track Circuit,receiver_voltage_volts,2.094
AST-1010,2026-06-05,Track Circuit,receiver_voltage_volts,2.103
AST-1010,2026-06-06,Track Circuit,receiver_voltage_volts,2.095
AST-1010,2026-06-07,Track Circuit,receiver_voltage_volts,2.082
AST-1010,2026-06-08,Track Circuit,receiver_voltage_volts,2.095
AST-1010,2026-06-09,Track Circuit,receiver_voltage_volts,2.124
AST-1010,2026-06-10,Track Circuit,receiver_voltage_volts,2.105
AST-1010,2026-06-11,Track Circuit,receiver_voltage_volts,2.112
AST-1010,2026-06-12,Track Circuit,receiver_voltage_volts,2.121
AST-1010,2026-06-13,Track Circuit,receiver_voltage_volts,2.116
AST-1010,2026-06-14,Track Circuit,receiver_voltage_volts,2.093
AST-1011,2026-05-16,Axle Counter,vibration_g,2.302
AST-1011,2026-05-16,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-17,Axle Counter,vibration_g,2.441
AST-1011,2026-05-17,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-18,Axle Counter,vibration_g,2.601
AST-1011,2026-05-18,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-19,Axle Counter,vibration_g,2.641
AST-1011,2026-05-19,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-20,Axle Counter,vibration_g,2.681
AST-1011,2026-05-20,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-21,Axle Counter,vibration_g,2.468
AST-1011,2026-05-21,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-22,Axle Counter,vibration_g,2.599
AST-1011,2026-05-22,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-23,Axle Counter,vibration_g,2.518
AST-1011,2026-05-23,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-24,Axle Counter,vibration_g,2.541
AST-1011,2026-05-24,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-25,Axle Counter,vibration_g,2.388
AST-1011,2026-05-25,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-26,Axle Counter,vibration_g,2.388
AST-1011,2026-05-26,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-27,Axle Counter,vibration_g,2.474
AST-1011,2026-05-27,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-28,Axle Counter,vibration_g,2.312
AST-1011,2026-05-28,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-29,Axle Counter,vibration_g,2.434
AST-1011,2026-05-29,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-30,Axle Counter,vibration_g,2.572
AST-1011,2026-05-30,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-05-31,Axle Counter,vibration_g,2.462
AST-1011,2026-05-31,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-01,Axle Counter,vibration_g,2.366
AST-1011,2026-06-01,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-02,Axle Counter,vibration_g,2.487
AST-1011,2026-06-02,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-03,Axle Counter,vibration_g,2.351
AST-1011,2026-06-03,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-04,Axle Counter,vibration_g,2.549
AST-1011,2026-06-04,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-05,Axle Counter,vibration_g,2.311
AST-1011,2026-06-05,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-06,Axle Counter,vibration_g,2.458
AST-1011,2026-06-06,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-07,Axle Counter,vibration_g,2.526
AST-1011,2026-06-07,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-08,Axle Counter,vibration_g,2.311
AST-1011,2026-06-08,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-09,Axle Counter,vibration_g,2.557
AST-1011,2026-06-09,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-10,Axle Counter,vibration_g,2.354
AST-1011,2026-06-10,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-11,Axle Counter,vibration_g,2.485
AST-1011,2026-06-11,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-12,Axle Counter,vibration_g,2.32
AST-1011,2026-06-12,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-13,Axle Counter,vibration_g,2.452
AST-1011,2026-06-13,Axle Counter,count_discrepancy_flag,0
AST-1011,2026-06-14,Axle Counter,vibration_g,2.385
AST-1011,2026-06-14,Axle Counter,count_discrepancy_flag,0
